appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,cleaned_title
271820,Card City Nights,2014-02-14,1,Ludosity,Ludosity,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Card Game;Indie;Trading Card Game,8,744,81,633,1081,100000-200000,3.99,card city nights
272040,KAMI,2014-01-23,1,State of Play Games,State of Play Games,windows;mac,0,Single-player,Casual;Indie,Puzzle;Casual;Indie,0,1009,44,275,275,100000-200000,2.79,kami
272060,Serena,2014-01-30,1,Senscape,Senscape,windows;mac;linux,0,Single-player,Adventure;Indie,Horror;Indie;Free to Play,0,4593,1342,15924,6,500000-1000000,0.0,serena
272470,The Incredible Adventures of Van Helsing II,2014-06-13,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Action;Adventure,63,1233,611,312,421,200000-500000,10.99,the incredible adventures of van helsing ii
272600,Detective Grimoire,2014-08-18,1,SFB Games,SFB Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Detective;Indie,9,1123,62,0,0,50000-100000,5.19,detective grimoire
272890,Vertiginous Golf,2015-05-06,1,Kinelco & Lone Elk Creative,Fellow Traveller,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Indie;Sports,Sports;Golf;Indie,45,595,409,36,36,200000-500000,7.19,vertiginous golf
272990,GAUGE,2014-05-23,1,Étienne Périn,Neko Entertainment,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual,23,141,67,0,0,20000-50000,2.49,gauge
273030,Pro Rugby Manager 2015,2014-09-18,1,Cyanide,505 Games,windows,0,Single-player;Steam Achievements;Captions available;Steam Cloud;Commentary available,Simulation;Sports;Strategy,Sports;Strategy;Simulation,19,32,122,15,15,20000-50000,6.99,pro rugby manager 2015
273070,The Last Federation,2014-04-18,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Space;Simulation,79,311,102,0,0,50000-100000,14.99,the last federation
273500,Over 9000 Zombies!,2015-02-25,1,Loren Lemcke,Loren Lemcke,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie,Action;Zombies;Indie,43,948,161,17,17,100000-200000,1.59,over 9000 zombies
273570,Descent,2014-02-11,1,Parallax,Interplay Inc.,windows,0,Single-player;Multi-player,Action,Classic;Action;6DOF,0,263,10,0,0,20000-50000,7.19,descent
273580,Descent 2,2014-02-19,1,Parallax,Interplay Inc.,windows,0,Single-player;Multi-player,Action,Action;Classic;6DOF,0,66,6,0,0,0-20000,6.99,descent 2
273590,Descent 3,2014-04-15,1,Outrage Entertainment,Interplay Inc.,windows,0,Single-player;Multi-player,Action,Action;6DOF;FPS,0,33,15,0,0,20000-50000,6.99,descent 3
273730,Driving School Simulator,2014-09-25,1,Ovilex Software,United Independent Entertainment GmbH,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Simulation,Simulation;Casual;Driving,8,40,136,61,61,0-20000,10.99,driving school simulator
273760,Towtruck Simulator 2015,2014-03-11,1,United Independent Entertainment GmbH,United Independent Entertainment GmbH,windows,0,Single-player,Simulation,Simulation;Driving;Singleplayer,0,44,245,6,6,20000-50000,6.99,towtruck simulator 2015
273770,Game Tycoon 1.5,2014-02-11,1,Sunlight Games,Sunlight Games,windows,0,Single-player;Steam Cloud,Simulation;Strategy,Simulation;Strategy;Management,0,89,547,240,248,100000-200000,0.79,game tycoon 1 5
273940,Warehouse and Logistics Simulator,2014-02-25,1,app2fun,United Independent Entertainment GmbH,windows,0,Single-player,Simulation,Simulation;Action;Survival,0,90,158,0,0,20000-50000,6.99,warehouse and logistics simulator
274190,Broforce,2015-10-15,1,Free Lives,Devolver Digital,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Includes level editor,Action;Adventure;Casual;Indie,America;Action;Pixel Graphics,17,31033,1059,498,459,1000000-2000000,11.99,broforce
274230,RONIN,2015-06-30,1,Tomasz Wacławek,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Turn-Based,8,1159,519,441,441,100000-200000,9.99,ronin
274250,OlliOlli,2014-07-22,1,Roll7;General Arcade,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Indie;Sports,Skateboarding;Indie;Sports,12,596,156,16,16,100000-200000,9.99,olliolli
274270,NOT A HERO,2015-05-14,1,Roll7,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Pixel Graphics,17,1527,221,216,339,100000-200000,9.99,not a hero
274290,Gods Will Be Watching,2014-07-24,1,Deconstructeam,Devolver Digital,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie,Indie;Pixel Graphics;Point & Click,35,1630,659,155,183,200000-500000,6.99,gods will be watching
274310,Always Sometimes Monsters,2014-05-21,1,Vagabond Dog,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPGMaker;Indie;RPG,10,1684,550,296,426,200000-500000,6.99,always sometimes monsters
274560,Revolution Ace,2014-03-19,1,"Laser Guided Games, LLC","Laser Guided Games, LLC",windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Shoot 'Em Up;Action;Indie,19,1377,508,214,198,500000-1000000,3.99,revolution ace
274880,Jet Car Stunts,2014-05-01,1,GRIP Digital s.r.o.,bitComposer Games,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Racing;Sports,Racing;Indie;Sports,12,94,46,0,0,20000-50000,1.99,jet car stunts
274900,Murder Miners,2014-07-25,1,JForce Games,JForce Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie,Indie;Action;FPS,18,4295,818,206,172,500000-1000000,0.79,murder miners
274920,FaceRig,2015-07-07,1,Holotech Studios,Holotech Studios,windows,0,Steam Achievements;Steam Trading Cards;Steam Workshop,Animation & Modeling;Video Production,Animation & Modeling;Funny;Video Production,38,3841,785,466,712,500000-1000000,12.99,facerig
274940,Depth,2014-11-03,1,Digital Confectioners,Digital Confectioners,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Action;Indie,Action;Multiplayer;Gore,40,22385,3472,791,486,1000000-2000000,14.99,depth
274980,Influent,2014-03-20,1,Rob Howland,Three Flip Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats,Indie;Simulation;Strategy,Education;Indie;Simulation,12,741,255,124,220,100000-200000,6.99,influent
275080,Post Master,2014-03-07,1,Excalibur,Excalibur Publishing,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Simulation;Indie;Casual,0,107,140,251,288,100000-200000,3.99,post master
275100,Shelter 2,2015-03-09,1,Might and Delight,Might and Delight,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Survival;Open World;Adventure,26,2616,540,157,169,200000-500000,10.99,shelter 2
275180,Costume Quest 2,2014-10-07,1,Double Fine Productions,Midnight City ;Majesco Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;RPG,RPG;Adventure;Casual,18,496,72,0,0,100000-200000,10.99,costume quest 2
275390,Guacamelee! Super Turbo Championship Edition,2014-08-21,1,DrinkBox Studios,DrinkBox Studios,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Action;2D,30,1728,122,249,327,200000-500000,11.49,guacamelee  super turbo championship edition
275470,Chip,2014-04-25,1,Coatsink,Coatsink,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Indie;Puzzle;Strategy,22,932,167,260,432,200000-500000,3.99,chip
275490,Canyon Capers,2014-04-25,1,Crazy Moo Games,KISS ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Platformer,30,838,1066,169,229,200000-500000,4.99,canyon capers
275530,Z,2014-07-04,1,TickTock Games,KISS ltd;Kavcom,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Strategy,Strategy;Classic;Action,25,605,224,2287,4274,100000-200000,4.99,z
275570,Summoner,2014-03-12,1,Volition,THQ Nordic,windows,0,Single-player,Action;RPG,RPG;Action;Fantasy,0,225,45,0,0,100000-200000,4.49,summoner
275670,Space Run,2014-06-13,1,Passtech Games,Focus Home Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Tower Defense;Strategy;Space,30,1474,232,373,374,200000-500000,10.99,space run
276440,Kingdom Tales,2014-02-13,1,Cateia Games,Libredia Entertainment,windows;mac,0,Single-player;Steam Cloud,Casual,Casual;Time Management;Strategy,0,21,25,0,0,0-20000,2.09,kingdom tales
276750,Fritz Chess 14,2014-09-22,1,ChessBase,Viva Media,windows,0,Single-player;Multi-player,Strategy,Chess;Strategy;Board Game,0,54,23,0,0,0-20000,29.99,fritz chess 14
277110,Return to Mysterious Island,2014-03-06,1,Kheops Studio,Microids,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,0,148,36,0,0,50000-100000,5.59,return to mysterious island
277270,Return to Mysterious Island 2,2014-03-06,1,Kheops Studio,Microids,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,0,56,24,0,0,20000-50000,5.59,return to mysterious island 2
277450,Imperial Glory,2014-04-11,1,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Historical,0,600,172,72,72,100000-200000,3.99,imperial glory
277460,Praetorians,2014-04-11,1,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player,Indie;Strategy,Strategy;Rome;RTS,0,337,98,1,1,50000-100000,3.99,praetorians
277470,The Book of Legends,2014-03-14,1,Aldorlea Games,Aldorlea Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;RPGMaker;Indie,44,163,68,270,270,50000-100000,10.99,the book of legends
277490,Battle Group 2,2014-06-13,1,Bane Games,Merge Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy,Action;Indie;Strategy,34,352,70,5,5,50000-100000,5.59,battle group 2
277500,Farming World,2014-05-02,1,Excalibur,Excalibur Publishing,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Simulation;Agriculture;Casual,0,97,153,302,334,50000-100000,3.99,farming world
277510,Shiny The Firefly,2014-05-16,1,Stage Clear Studios,Headup Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Action;Adventure,10,53,42,0,0,20000-50000,6.99,shiny the firefly
277590,Assassin's Creed Freedom Cry,2014-02-25,1,Ubisoft Montreal,Ubisoft,windows,18,Single-player,Action;Adventure,Action;Adventure;Assassin,0,853,293,0,0,100000-200000,12.49,assassin s creed freedom cry
277630,Panzer Tactics HD,2014-05-22,1,Sproing,THQ Nordic,windows,0,Single-player;Steam Achievements,Simulation;Strategy,Strategy;Simulation;World War II,47,93,36,0,0,20000-50000,6.99,panzer tactics hd
277680,"About Love, Hate and the other ones",2014-12-12,1,Black Pants Studio,Black Pants Studio,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie,Puzzle;Indie;Casual,0,553,63,170,170,50000-100000,4.99,about love  hate and the other ones
277850,Sportsfriends,2014-12-19,1,Die Gute Fabrik,Die Gute Fabrik,windows;mac;linux,0,Multi-player;Full controller support;Includes level editor,Indie;Sports,Indie;Sports;Local Multiplayer,0,40,13,73,73,20000-50000,10.99,sportsfriends
277870,Diehard Dungeon,2014-03-05,1,Tricktale,Tricktale,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,Rogue-like;Action;Indie,69,327,107,91,91,50000-100000,3.99,diehard dungeon
277910,Mars Colony:Challenger,2014-03-04,1,HyperKat Games,HyperKat Games,windows,0,Single-player;Multi-player;Co-op,Adventure;Indie;RPG;Simulation,Simulation;Space;Adventure,0,74,47,0,0,0-20000,3.99,mars colony challenger
278360,A Story About My Uncle,2014-05-28,1,Gone North Games,Coffee Stain Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;First-Person;Parkour,15,17924,1642,193,220,5000000-10000000,9.99,a story about my uncle
278440,0RBITALIS,2015-05-28,1,Alan Zucconi,Mastertronic,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation,Simulation;Indie;Puzzle,38,191,72,26,26,20000-50000,6.99,0rbitalis
278460,Skyborn,2014-02-21,1,Dancing Dragon Games,Degica,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;RPG,RPGMaker;RPG;Steampunk,24,1331,190,296,359,200000-500000,10.99,skyborn
278530,3 Stars of Destiny,2014-03-28,1,Aldorlea Games,Degica,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;RPGMaker;Indie,50,110,81,370,370,20000-50000,10.99,3 stars of destiny
278570,Labyrinthine Dreams,2015-05-26,1,Solest Games,Degica,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Indie;RPGMaker;Adventure,7,226,57,0,0,50000-100000,1.59,labyrinthine dreams
278620,TinyKeep,2014-09-29,1,Phigames,Digital Tribe,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,Action;Indie;Adventure,36,260,127,222,222,50000-100000,7.19,tinykeep
278810,LA Cops,2015-03-13,1,Modern Dream,Team17 Digital Ltd,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Strategy,Action;Strategy;Indie,13,81,64,12,12,20000-50000,10.99,la cops
278890,Angvik,2014-02-24,1,Alastair John Jack,Alastair John Jack,windows;mac,0,Single-player;Partial Controller Support,Action;Indie,Platformer;Indie;Action,21,1439,183,271,271,100000-200000,2.09,angvik
278930,GIGANTIC ARMY,2014-03-06,1,ASTRO PORT,Nyu Media,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Mechs;Indie,44,231,70,112,112,50000-100000,4.79,gigantic army
279260,Richard & Alice,2014-06-05,1,Owl Cave,Owl Cave,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,21,264,99,332,332,50000-100000,4.79,richard   alice
279440,Joe Dever's Lone Wolf HD Remastered,2014-11-27,1,Forge Reply srl,505 Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,79,392,131,0,0,50000-100000,10.99,joe dever s lone wolf hd remastered
279540,Pretentious Game,2014-05-20,1,Keybol,Keybol,windows;mac,0,Single-player,Casual;Indie,Indie;Casual;Platformer,0,220,61,27,27,20000-50000,1.59,pretentious game
279560,Dracula 4 and  5 - Special Steam Edition,2014-05-29,1,Koalabs,Microids,windows;mac,0,Single-player,Adventure,Adventure;Point & Click;Puzzle,0,36,18,0,0,20000-50000,5.59,dracula 4 and  5   special steam edition
279720,The I of the Dragon,2015-03-06,1,Primal,TopWare Interactive,windows;mac;linux,0,Single-player;Steam Trading Cards,RPG,RPG;Dragons;Singleplayer,0,343,210,281,275,200000-500000,4.99,the i of the dragon
279940,The Book of Unwritten Tales 2,2015-02-19,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Point & Click;Comedy,51,562,47,0,0,50000-100000,24.99,the book of unwritten tales 2
279990,Bridge Constructor Playground,2014-07-02,1,ClockStone,Headup Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie;RPG;Simulation,Casual;Simulation;Indie,21,118,59,0,0,50000-100000,6.99,bridge constructor playground
280040,A Wizard's Lizard,2014-06-16,1,Lost Decade Games,Lost Decade Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Rogue-like;Indie;RPG,20,285,131,0,0,50000-100000,6.99,a wizard s lizard
280140,Millennium - A New Hope,2014-04-25,1,Aldorlea Games,Aldorlea Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;RPGMaker,52,231,77,272,277,200000-500000,4.79,millennium   a new hope
280320,Adventurer Manager,2014-12-04,1,Vigilant Addiction Studios,"BBEW BBEW, LLC",windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;RPG,RPG;Indie;Casual,74,321,205,613,648,50000-100000,3.99,adventurer manager
